worker_id,worker_community
0,4
1,0
2,0
3,2
4,3
5,2
6,5
7,6
8,1
9,5
10,1
11,5
12,0
13,6
14,1
15,0
16,4
17,7
18,3
19,5
20,4
21,3
22,1
23,7
24,6
25,3
26,7
27,3
28,3
29,7
30,3
31,6
32,0
33,6
34,2
35,4
36,5
37,5
38,7
39,0
40,2
41,1
42,2
43,3
44,3
45,2
46,6
47,7
48,4
49,3
50,4
51,1
52,4
53,0
54,5
55,5
56,1
57,1
58,2
59,1
60,6
61,0
62,3
63,3
64,3
65,0
66,6
67,6
68,4
69,5
70,3
71,0
72,0
73,2
74,5
75,2
76,2
77,0
78,7
79,3
80,7
81,4
82,3
83,0
84,1
85,7
86,3
87,1
88,4
89,6
90,5
91,0
92,5
93,4
94,7
95,5
96,4
97,1
98,0
99,5
100,5
101,0
102,6
103,5
104,5
105,1
106,7
107,4
108,3
109,1
110,5
111,1
112,6
113,0
114,4
115,5
116,5
117,7
118,0
119,6
120,2
121,1
122,5
123,4
124,3
125,2
126,3
127,7
128,4
129,4
130,0
131,4
132,7
133,7
134,3
135,5
136,4
137,3
138,0
139,4
140,0
141,6
142,1
143,3
144,2
145,6
146,4
147,2
148,6
149,2
150,6
151,2
152,1
153,1
154,1
155,6
156,0
157,4
158,4
159,4
160,5
161,4
162,6
163,5
164,6
165,6
166,6
167,2
168,7
169,3
170,3
171,0
172,6
173,4
174,2
175,7
176,1
177,6
178,4
179,1
180,4
181,1
182,4
183,2
184,6
185,0
186,4
187,3
188,7
189,7
190,7
191,5
192,3
193,1
194,6
195,2
196,6
197,7
198,2
199,3
200,1
201,2
202,6
203,7
204,4
205,2
206,7
207,7
208,2
209,0
210,7
211,4
212,1
213,3
214,7
215,7
216,3
217,7
218,3
219,6
220,2
221,5
222,6
223,7
224,1
225,4
226,2
227,1
228,7
229,7
230,2
231,1
232,4
233,1
234,2
235,6
236,2
237,3
238,3
239,1
240,2
241,4
242,6
243,7
244,2
245,0
246,7
247,3
248,7
249,1
250,7
251,6
252,1
253,3
254,2
255,4
256,1
257,0
258,1
259,7
260,4
261,4
262,0
263,5
264,6
265,6
266,1
267,5
268,5
269,5
270,5
271,7
272,6
273,1
274,3
275,4
276,5
277,1
278,3
279,3
280,4
281,0
282,4
283,0
284,2
285,4
286,6
287,0
288,0
289,3
290,3
291,7
292,7
293,2
294,4
295,5
296,2
297,1
298,4
299,4
300,2
301,1
302,2
303,4
304,2
305,2
306,7
307,7
308,4
309,4
310,1
311,6
312,5
313,4
314,4
315,1
316,4
317,5
318,7
319,3
320,3
321,6
322,3
323,0
324,5
325,5
326,2
327,3
328,7
329,6
330,3
331,7
332,0
333,4
334,6
335,6
336,1
337,6
338,0
339,5
340,3
341,6
342,6
343,5
344,2
345,0
346,0
347,5
348,6
349,2
350,3
351,4
352,7
353,4
354,2
355,0
356,6
357,2
358,6
359,1
360,6
361,2
362,2
363,4
364,7
365,5
366,1
367,2
368,7
369,1
370,6
371,1
372,6
373,2
374,3
375,5
376,1
377,3
378,6
379,0
380,0
381,2
382,5
383,1
384,4
385,7
386,7
387,6
388,2
389,6
390,2
391,3
392,3
393,5
394,7
395,7
396,7
397,4
398,7
399,6
400,5
401,5
402,1
403,1
404,0
405,3
406,4
407,0
408,3
409,3
410,7
411,1
412,6
413,0
414,1
415,6
416,0
417,2
418,6
419,3
420,1
421,6
422,4
423,4
424,3
425,5
426,6
427,6
428,3
429,1
430,5
431,2
432,4
433,1
434,5
435,0
436,6
437,5
438,5
439,1
440,3
441,4
442,6
443,2
444,5
445,3
446,4
447,5
448,5
449,2
